id	gene_short_name	num_cells_expressed
LOC105342919	AN1-type zinc finger protein 5	16060
LOC105342923	monoacylglycerol lipase ABHD2	349
LOC117687886	uncharacterized LOC117687886_ncRNA	62
LOC105323303	uncharacterized LOC105323303	3
LOC117687887	dymeclin-like	1751
LOC105323298	uncharacterized LOC105323298	13
LOC117687888	carnosine N-methyltransferase-like	9695
LOC105322070	receptor-type tyrosine-protein phosphatase alpha	588
LOC117687889	uncharacterized LOC117687889_ncRNA	306
LOC105337117	receptor-type tyrosine-protein phosphatase alpha-like	171
LOC105334126	receptor-type tyrosine-protein phosphatase epsilon	208
LOC105319990	dnaJ homolog subfamily A member 1	3425
LOC117688202	uncharacterized LOC117688202_ncRNA	21
LOC105338389	uncharacterized LOC105338389	2
LOC117688200	uncharacterized LOC117688200	34
LOC117686903	uncharacterized LOC117686903_ncRNA	8538
LOC105343845	uncharacterized LOC105343845	3705
LOC105345596	uncharacterized LOC105345596	2
LOC117687160	P2X purinoceptor 7-like	0
LOC117687184	uncharacterized LOC117687184	8
LOC117680317	zinc finger protein 37-like	747
LOC117687596	zinc finger protein 300-like	1195
LOC105334156	zinc finger protein 502	3014
LOC109619510	zinc finger protein 260	2079
LOC105334157	zinc finger protein 718	1191
LOC105334159	tight junction protein ZO-1	8457
LOC105323998	neurogenic locus notch homolog protein 1	2853
LOC105334160	fibropellin-1	15
LOC105334163	blastula protease 10	77
LOC105334162	G patch domain-containing protein 4	6334
LOC105337303	phosphatidylinositol 4-phosphate 5-kinase type-1 alpha	4358
LOC105326959	uncharacterized LOC105326959_ncRNA	13
LOC117688562	uncharacterized LOC117688562	4
LOC105326960	uncharacterized LOC105326960	68
LOC105326944	uncharacterized LOC105326944	972
LOC105347754	uncharacterized LOC105347754_ncRNA	9
LOC105337912	death domain-containing protein 1	1290
LOC105337955	neurogenic locus Notch protein	148
LOC105321075	uncharacterized LOC105321075_ncRNA	5
LOC109618614	uncharacterized LOC109618614	1100
LOC117687142	uncharacterized LOC117687142	6
LOC105344907	uncharacterized LOC105344907	11
LOC117687554	uncharacterized LOC117687554_ncRNA	10
LOC117687049	uncharacterized LOC117687049_ncRNA	1
LOC117687165	uncharacterized LOC117687165	7
LOC105330979	uncharacterized LOC105330979	5
LOC117687098	uncharacterized LOC117687098_ncRNA	32
LOC105321637	uncharacterized LOC105321637_ncRNA	47
LOC117687080	uncharacterized LOC117687080_ncRNA	0
LOC105342618	uncharacterized LOC105342618	186
LOC109619300	uncharacterized LOC109619300	15
LOC105332744	papilin	69
LOC105332745	proton-coupled folate transporter	19
LOC105332728	uncharacterized LOC105332728_ncRNA	3
LOC105332729	basement membrane-specific heparan sulfate proteoglycan core protein-like	2
LOC105332731	uncharacterized LOC105332731	7
LOC105332747	multiple epidermal growth factor-like domains protein 11	3
LOC105332732	protein draper	2
LOC117688317	uncharacterized LOC117688317_ncRNA	0
LOC117688325	uncharacterized LOC117688325_ncRNA	0
LOC117688318	uncharacterized LOC117688318_ncRNA	0
LOC109621167	uncharacterized LOC109621167	0
LOC117688323	uncharacterized LOC117688323_ncRNA	0
LOC117688312	uncharacterized LOC117688312	57
LOC117688326	uncharacterized LOC117688326_ncRNA	210
LOC105332748	uncharacterized LOC105332748	0
LOC105332733	uncharacterized LOC105332733_ncRNA	81
LOC105334221	uncharacterized LOC105334221	296
LOC117688314	uncharacterized LOC117688314	428
LOC109620771	uncharacterized LOC109620771_ncRNA	0
LOC105317051	uncharacterized LOC105317051	2
LOC109620074	uncharacterized LOC109620074_ncRNA	0
LOC117688315	scavenger receptor class F member 1-like	1
LOC105346231	uncharacterized LOC105346231	491
LOC117688320	uncharacterized LOC117688320_ncRNA	0
LOC117688319	uncharacterized LOC117688319_ncRNA	1
LOC117688321	uncharacterized LOC117688321_ncRNA	2
LOC117688324	uncharacterized LOC117688324_ncRNA	12
LOC105334968	uncharacterized LOC105334968	541
LOC117688316	uncharacterized LOC117688316	3
LOC117680519	uncharacterized LOC117680519	16
LOC117688327	uncharacterized LOC117688327_ncRNA	0
LOC105334200	multiple epidermal growth factor-like domains protein 10	0
LOC105332734	uncharacterized LOC105332734_ncRNA	1
LOC109621166	multiple epidermal growth factor-like domains protein 11	2
LOC105341805	uncharacterized LOC105341805_ncRNA	197
LOC117688311	uncharacterized LOC117688311	17825
LOC109618201	uncharacterized LOC109618201_ncRNA	0
LOC117688322	uncharacterized LOC117688322_ncRNA	14
LOC105336811	uncharacterized LOC105336811_ncRNA	7
LOC105338438	multiple epidermal growth factor-like domains protein 10	0
LOC105338439	multiple epidermal growth factor-like domains protein 10	4
LOC117688328	uncharacterized LOC117688328	1
LOC117688329	uncharacterized LOC117688329_ncRNA	4
LOC117688563	multiple epidermal growth factor-like domains protein 10	1
LOC105334293	multiple epidermal growth factor-like domains protein 10	16
LOC117688334	cell death abnormality protein 1-like	0
LOC105328778	multiple epidermal growth factor-like domains protein 6	2
LOC105340720	multiple epidermal growth factor-like domains protein 10	2
LOC109619860	uncharacterized LOC109619860	2
LOC105345149	protein crumbs	5
LOC105324048	platelet endothelial aggregation receptor 1	3
LOC117688333	uncharacterized LOC117688333	8
LOC117688332	platelet endothelial aggregation receptor 1-like	18
LOC109620846	uncharacterized LOC109620846_ncRNA	3
LOC105348212	SAC3 domain-containing protein 1	1172
LOC105324614	multiple epidermal growth factor-like domains protein 10	3
LOC117688330	multiple epidermal growth factor-like domains protein 11	5
LOC117688336	uncharacterized LOC117688336_ncRNA	58
LOC117688335	uncharacterized LOC117688335_ncRNA	18
LOC117687181	uncharacterized LOC117687181_ncRNA	0
LOC117688564	cell death abnormality protein 1-like	1
LOC105329944	multiple epidermal growth factor-like domains protein 10	4
LOC117687933	multiple epidermal growth factor-like domains protein 10	5
LOC117687932	multiple epidermal growth factor-like domains protein 10	0
LOC117687934	multiple epidermal growth factor-like domains protein 10	2
LOC117687929	adhesion G protein-coupled receptor B1-like	1
LOC117687931	uncharacterized LOC117687931	3
LOC117687937	uncharacterized LOC117687937	1
LOC109619508	uncharacterized LOC109619508	2
LOC117687940	uncharacterized LOC117687940_ncRNA	0
LOC105334152	multiple epidermal growth factor-like domains protein 11	3
LOC105334146	uncharacterized LOC105334146	20
LOC117687938	uncharacterized LOC117687938	2
LOC117687935	uncharacterized LOC117687935	4
LOC105317430	adhesion G protein-coupled receptor B1	109
LOC105345631	adhesion G protein-coupled receptor B1_ncRNA	1
LOC117687936	neurotrypsin-like	1
LOC105324599	multiple epidermal growth factor-like domains protein 10	1
LOC117687939	uncharacterized LOC117687939_ncRNA	316
LOC109619509	adhesion G protein-coupled receptor E3-like	5
LOC109617269	uncharacterized LOC109617269	0
LOC117687930	adhesion G protein-coupled receptor E3-like	0
LOC105337738	multiple epidermal growth factor-like domains protein 10	0
LOC117687941	uncharacterized LOC117687941_ncRNA	258
LOC105337735	interleukin enhancer-binding factor 2 homolog	10087
LOC105337736	uncharacterized LOC105337736	294
LOC105337734	serine-rich adhesin for platelets	120
LOC105337733	tRNA (cytosine(72)-C(5))-methyltransferase NSUN6	1687
LOC105335201	DNA repair protein complementing XP-A cells homolog	2824
LOC105335199	paired amphipathic helix protein Sin3a	9929
LOC105335198	uncharacterized LOC105335198	2142
LOC105335197	zinc finger protein 91	2978
LOC105335196	CBP80/20-dependent translation initiation factor	3979
LOC105335195	uncharacterized LOC105335195	11
LOC117687942	uncharacterized LOC117687942	4
LOC105335194	zinc finger protein RFP	0
LOC105335193	LHFPL tetraspan subfamily member 2 protein	1826
LOC105335191	probable nuclear hormone receptor HR3	3033
LOC105335204	uncharacterized PE-PGRS family protein PE_PGRS54	9
LOC105335203	myb-like protein U	1103
LOC105335189	WD repeat-containing protein 61	3485
LOC105335188	tetratricopeptide repeat protein 23	1870
LOC105335187	guanine nucleotide-binding protein G(q) subunit alpha	15840
LOC105335186	AP-3 complex subunit sigma-1	9517
LOC117688565	piggyBac transposable element-derived protein 4-like	763
LOC105330874	cysteine dioxygenase type 1	4777
LOC105330873	uncharacterized LOC105330873	4287
LOC105330870	nuclear receptor ROR-alpha A	440
LOC105348404	uncharacterized LOC105348404	6
LOC117687943	tripartite motif-containing protein 2-like	8
LOC117687944	uncharacterized LOC117687944	0
LOC105348389	probable S-adenosylmethionine-dependent methyltransferase At5g37970	0
LOC105340708	loganic acid O-methyltransferase	5
LOC105328165	uncharacterized LOC105328165	7
LOC117688355	uncharacterized LOC117688355_ncRNA	0
LOC109617923	uncharacterized LOC109617923_ncRNA	38
LOC117688356	tripartite motif-containing protein 45-like	1
LOC105318311	protein N-terminal glutamine amidohydrolase	0
LOC117688357	uncharacterized LOC117688357	2
LOC117688566	uncharacterized LOC117688566	0
LOC105348392	uncharacterized LOC105348392	0
LOC117680313	uncharacterized LOC117680313	3
LOC117687616	uncharacterized LOC117687616	2
LOC105326623	uncharacterized LOC105326623	2409
LOC105321396	uncharacterized LOC105321396_ncRNA	3
LOC105317671	uncharacterized LOC105317671	0
LOC105317672	tripartite motif-containing protein 2	1
LOC117687617	tripartite motif-containing protein 2-like	0
LOC117687618	uncharacterized LOC117687618	0
LOC105334693	uncharacterized LOC105334693	0
LOC117688567	tripartite motif-containing protein 45-like	0
LOC117687619	tripartite motif-containing protein 2-like	0
LOC117687620	uncharacterized LOC117687620	52
LOC117687622	tripartite motif-containing protein 2-like	0
LOC117688568	uncharacterized LOC117688568	2
LOC117687624	uncharacterized LOC117687624_ncRNA	1
LOC105334690	uncharacterized LOC105334690	1
LOC117687621	uncharacterized LOC117687621	0
LOC117687623	uncharacterized LOC117687623	0
LOC105334685	uncharacterized LOC105334685	6992
LOC105334689	kunitz-type serine protease inhibitor 4	455
LOC105334683	COMM domain-containing protein 4-like	3467
LOC117687250	sodium-dependent glucose transporter 1A-like	129
LOC105334681	toll-like receptor 7	3835
LOC105334682	kelch-like protein 24	3776
LOC105334680	filamin-A	15
LOC105334679	RING finger protein 207	19
LOC105334677	uncharacterized LOC105334677	408
LOC105334676	complement C1q-like protein 4	162
LOC105334675	U6 snRNA-associated Sm-like protein LSm7	2426
LOC105348579	uncharacterized LOC105348579	20
LOC105323898	cell death abnormality protein 1-like	1
LOC109619188	uncharacterized LOC109619188_ncRNA	76
LOC105329566	multiple epidermal growth factor-like domains protein 6	2
LOC105342899	uncharacterized LOC105342899	0
LOC105342886	uncharacterized LOC105342886	0
LOC117687252	multiple epidermal growth factor-like domains protein 10	0
LOC117687253	multiple epidermal growth factor-like domains protein 10	0
LOC117687125	multiple epidermal growth factor-like domains protein 10	6
LOC105329572	uncharacterized LOC105329572_ncRNA	0
LOC117687896	uncharacterized LOC117687896	0
LOC105329567	multiple epidermal growth factor-like domains protein 10	20
LOC105334833	multiple epidermal growth factor-like domains protein 11	14
LOC105323883	uncharacterized LOC105323883	3
LOC105327906	uncharacterized LOC105327906	2
LOC105327891	multiple epidermal growth factor-like domains protein 11	1
LOC109618710	kunitz-type serine protease inhibitor A	3
LOC105317264	uncharacterized LOC105317264	511
LOC117687893	uncharacterized LOC117687893	5
LOC117688569	uncharacterized LOC117688569	0
LOC117688570	scavenger receptor class F member 2-like	0
LOC105343550	uncharacterized LOC105343550	152
LOC117687895	uncharacterized LOC117687895	4
LOC105341263	receptor-type tyrosine-protein phosphatase alpha	4
LOC117688571	multiple epidermal growth factor-like domains protein 10	0
LOC105343577	multiple epidermal growth factor-like domains protein 10	0
LOC105338954	receptor-type tyrosine-protein phosphatase T-like	10
LOC105338080	uncharacterized LOC105338080	2
LOC117687894	receptor-type tyrosine-protein phosphatase alpha-like	7
LOC117688572	multiple epidermal growth factor-like domains protein 10	2
LOC117688573	uncharacterized LOC117688573	0
LOC117688574	uncharacterized LOC117688574	2
LOC117688575	uncharacterized LOC117688575	4
LOC117688363	uncharacterized LOC117688363_ncRNA	5
LOC117688364	uncharacterized LOC117688364	0
LOC109617953	uncharacterized LOC109617953	5
LOC117688365	uncharacterized LOC117688365_ncRNA	0
LOC105342610	uncharacterized LOC105342610	1
LOC117688366	uncharacterized LOC117688366_ncRNA	4
LOC117687116	uncharacterized LOC117687116_ncRNA	65
LOC105319473	uncharacterized LOC105319473	2
LOC117688576	uncharacterized LOC117688576	0
LOC109618376	uncharacterized LOC109618376	7
LOC117680316	uncharacterized LOC117680316	0
LOC117687718	uncharacterized LOC117687718	7
LOC117688577	uncharacterized LOC117688577	0
LOC105339744	P2X purinoceptor 7	786
LOC117687059	uncharacterized LOC117687059	10
LOC117688578	uncharacterized protein K02A2.6-like	4
LOC105342642	fibropellin-1	24
LOC105331813	uncharacterized LOC105331813_ncRNA	0
LOC117687259	uncharacterized LOC117687259_ncRNA	0
LOC117687260	uncharacterized LOC117687260	11
LOC117687149	uncharacterized LOC117687149_ncRNA	1
LOC105345270	uncharacterized LOC105345270	431
LOC117687174	uncharacterized LOC117687174	28
LOC117688579	uncharacterized LOC117688579	32
LOC117688580	uncharacterized protein F54H12.2-like	0
LOC109618848	retrovirus-related Pol polyprotein from transposon 17.6	6
LOC117688581	uncharacterized protein K02A2.6-like	29
LOC117687127	uncharacterized LOC117687127	14
LOC117687147	putative nuclease HARBI1	8
LOC117687148	uncharacterized LOC117687148	0
LOC117687095	uncharacterized LOC117687095_ncRNA	1
LOC105325293	uncharacterized LOC105325293	4
LOC105325292	uncharacterized LOC105325292	1
LOC117687096	uncharacterized LOC117687096	0
LOC117687120	uncharacterized LOC117687120_ncRNA	277
LOC117688582	uncharacterized LOC117688582	4
LOC105336394	THAP domain-containing protein 2-like	3
LOC117688583	protein draper-like	0
LOC105317073	cell death abnormality protein 1-like	20
LOC117687902	uncharacterized LOC117687902_ncRNA	78
LOC105326380	uncharacterized protein F54H12.2-like	1
LOC105330844	uncharacterized LOC105330844	54
LOC109618514	cell wall protein DAN4-like	216
LOC105325729	multiple epidermal growth factor-like domains protein 10	15
LOC117687901	uncharacterized LOC117687901_ncRNA	16
LOC117687897	uncharacterized LOC117687897_ncRNA	4
LOC117687898	uncharacterized LOC117687898_ncRNA	9
LOC117687900	uncharacterized LOC117687900_ncRNA	0
LOC117687899	uncharacterized LOC117687899_ncRNA	3
LOC117688584	uncharacterized LOC117688584	0
LOC105317074	uncharacterized LOC105317074	1
LOC117687081	uncharacterized LOC117687081	19
LOC105317082	multiple epidermal growth factor-like domains protein 10	0
LOC105321732	multiple epidermal growth factor-like domains protein 10	0
LOC117687104	protein draper-like	0
LOC117687200	multiple epidermal growth factor-like domains protein 10	3
LOC117687272	uncharacterized LOC117687272_ncRNA	628
LOC117688585	multiple epidermal growth factor-like domains protein 10	0
LOC117687968	receptor-type tyrosine-protein phosphatase T-like	0
LOC105334721	perlucin-like protein	0
LOC117687969	CD209 antigen-like protein E	0
LOC117687970	perlucin-like protein	0
LOC105348603	perlucin-like protein	0
LOC105331252	perlucin-like protein	2
LOC117687971	protein hinderin-like	955
LOC117687972	uncharacterized LOC117687972	27
LOC117687973	uncharacterized LOC117687973_ncRNA	3
LOC105338238	uncharacterized LOC105338238	102
LOC117688586	mothers against decapentaplegic homolog 6-like_partial mRNA	1976
LOC117687131	uncharacterized LOC117687131	98
LOC117687132	glutamic acid-rich protein-like	1
LOC117687112	uncharacterized LOC117687112_ncRNA	3
LOC105342803	uncharacterized LOC105342803_ncRNA	0
LOC105318900	uncharacterized LOC105318900	81
LOC117687029	uncharacterized LOC117687029	200
LOC105317615	deoxynucleoside triphosphate triphosphohydrolase SAMHD1	2
LOC117686939	uncharacterized LOC117686939	2
LOC117686941	uncharacterized LOC117686941_ncRNA	527
LOC105325307	uncharacterized LOC105325307	385
LOC117686940	transmembrane protein 267-like	1047
LOC117688587	ATP-dependent DNA helicase pif1-like	2095
LOC105321788	uncharacterized LOC105321788	0
LOC117688683	uncharacterized LOC117688683_ncRNA	2
LOC117688588	uncharacterized LOC117688588	2
LOC117688684	uncharacterized LOC117688684	0
LOC117688589	THAP domain-containing protein 10-like	0
LOC117687255	uncharacterized LOC117687255	62
LOC117687177	uncharacterized LOC117687177_ncRNA	12
LOC109619072	neurogenic locus notch homolog protein 1	1
LOC117688019	uncharacterized LOC117688019_ncRNA	1
LOC105328159	delta-like protein B	1
LOC109619540	uncharacterized LOC109619540	0
LOC117688590	stress protein DDR48-like	0
LOC117688023	uncharacterized LOC117688023_ncRNA	4
LOC109621151	uncharacterized LOC109621151	2
LOC117688020	uncharacterized LOC117688020_ncRNA	1
LOC117688021	uncharacterized LOC117688021_ncRNA	1
LOC105347702	uncharacterized LOC105347702_ncRNA	17
LOC117688017	uncharacterized protein K02A2.6-like	0
