duckID	evalue	LOC
PGEN_.00g040000	6.6	LOC105344901
PGEN_.00g040010	4.90E-63	LOC117688434
PGEN_.00g040020	0.027	LOC105329367
PGEN_.00g040030	1.57E-10	LOC105329367
PGEN_.00g040040	1.93E-100	LOC105345096
PGEN_.00g040050	3.36E-06	LOC105347156
PGEN_.00g040060	2.21E-14	LOC105347155
PGEN_.00g040070	1.51E-06	LOC105347153
PGEN_.00g040080	9.86E-26	LOC105347152
PGEN_.00g040090	1.20E-81	LOC105331900
PGEN_.00g040100	6.79E-32	LOC117684452
PGEN_.00g040110	4.15E-18	LOC105325581
PGEN_.00g040120	4.54E-27	LOC105318627
PGEN_.00g040130	5.19E-49	LOC105325581
PGEN_.00g040140	4.75E-84	LOC105330008
PGEN_.00g040150	4.55E-21	LOC109617243
PGEN_.00g040160	8.02E-13	LOC105346465
PGEN_.00g040170	8.23E-04	LOC105342658
PGEN_.00g040180	1.25E-04	LOC105346465
PGEN_.00g040190	2.36E-08	LOC117691177
PGEN_.00g040200	1.33E-22	LOC105348965
PGEN_.00g040210	0.66	LOC117684101
PGEN_.00g040220	4.43E-55	LOC105338800
PGEN_.00g040230	6.9	LOC105331660
PGEN_.00g040240	1.08E-20	LOC109617095
PGEN_.00g040250	3.95E-45	LOC105326042
PGEN_.00g040260	1.20E-77	LOC105338161
PGEN_.00g040270	7.62E-19	LOC105325425
PGEN_.00g040290	0.37	LOC105335862
PGEN_.00g040310	1.83E-14	LOC117682310
PGEN_.00g040330	0.61	LOC105318146
PGEN_.00g040340	0.18	LOC105328892
PGEN_.00g040350	3.1	LOC105329935
PGEN_.00g040360	2.72E-19	LOC105345162
PGEN_.00g040380	2.04E-12	LOC105345162
PGEN_.00g040400	0.001	LOC105336698
PGEN_.00g040420	4.80E-22	LOC105317371
PGEN_.00g040430	1.29E-149	LOC117689909
PGEN_.00g040440	1.60E-07	LOC105343288
PGEN_.00g040450	1.46E-38	LOC105341471
PGEN_.00g040470	8.76E-33	LOC105343351
PGEN_.00g040480	2.90E-04	LOC105343351
PGEN_.00g040490	1.50E-17	LOC117690218
PGEN_.00g040500	4.45E-36	LOC105334520
PGEN_.00g040510	1.01E-23	LOC105339813
PGEN_.00g040520	5.9	LOC105347699
PGEN_.00g040530	9.6	LOC105332989
PGEN_.00g040540	1.79E-04	LOC117690533
PGEN_.00g040550	1.87E-34	LOC105345094
PGEN_.00g040570	1.26E-13	LOC105337906
PGEN_.00g040580	3.19E-18	LOC105329357
PGEN_.00g040590	0.44	LOC105339887
PGEN_.00g040600	1.5	LOC105328318
PGEN_.00g040610	0.71	LOC105342120
PGEN_.00g040620	1.8	LOC105349227
PGEN_.00g040630	2.38E-15	LOC105318698
PGEN_.00g040640	8.61E-24	LOC117690541
PGEN_.00g040650	7.99E-16	LOC117690888
PGEN_.00g040660	4.89E-10	LOC117680972
PGEN_.00g040670	4.22E-12	LOC105341077
PGEN_.00g040680	4.65E-06	LOC105329478
PGEN_.00g040690	4.89E-17	LOC105347776
PGEN_.00g040700	2.91E-12	LOC117688906
PGEN_.00g040710	2.55E-13	LOC105329014
PGEN_.00g040720	9.82E-65	LOC105337786
PGEN_.00g040730	1.22E-23	LOC109619567
PGEN_.00g040740	0.57	LOC109620312
PGEN_.00g040750	2.86E-48	LOC105335578
PGEN_.00g040760	0.56	LOC105326267
PGEN_.00g040770	1.8	LOC105329309
PGEN_.00g040780	2.57E-102	LOC109619637
PGEN_.00g040790	1.06E-16	LOC105324721
PGEN_.00g040800	4.13E-32	LOC105339770
PGEN_.00g040810	2.56E-08	LOC105336225
PGEN_.00g040820	5.45E-46	LOC105347313
PGEN_.00g040830	9.3	LOC105320359
PGEN_.00g040840	1.84E-57	LOC117684423
PGEN_.00g040850	7.8	LOC105346137
PGEN_.00g040860	6.29E-19	LOC105339566
PGEN_.00g040870	2.41E-55	LOC105318042
PGEN_.00g040880	1.1	LOC105321022
PGEN_.00g040910	4.1	LOC105327010
PGEN_.00g040920	0.7	LOC105329740
PGEN_.00g040930	8.63E-42	LOC105322816
PGEN_.00g040940	9.35E-38	LOC105322816
PGEN_.00g040950	5.53E-05	LOC117681289
PGEN_.00g040960	9.57E-07	LOC105326834
PGEN_.00g040970	6.17E-08	LOC105330408
PGEN_.00g040980	8.93E-43	LOC117686795
PGEN_.00g040990	1.30E-09	LOC109620190
PGEN_.00g041000	0.53	LOC105320397
PGEN_.00g041010	4.04E-04	LOC105343766
PGEN_.00g041020	1.79E-19	LOC105348986
PGEN_.00g041030	1.51E-52	LOC105317190
PGEN_.00g041040	5.4	LOC117690399
PGEN_.00g041050	9.99E-24	LOC105348954
PGEN_.00g041060	0.44	LOC105323866
PGEN_.00g041070	2.23E-43	LOC105348954
PGEN_.00g041080	1.13E-34	LOC109617202
PGEN_.00g041090	1.51E-04	LOC105348956
PGEN_.00g041100	4.77E-33	LOC105348957
PGEN_.00g041110	2.10E-28	LOC105338803
PGEN_.00g041120	3.15E-08	LOC109618245
PGEN_.00g041140	5.65E-48	LOC105346100
PGEN_.00g041150	1.14E-19	LOC105329882
PGEN_.00g041160	1.85E-08	LOC105327077
PGEN_.00g041170	8.1	LOC105346465
PGEN_.00g041180	4.31E-04	LOC117688510
PGEN_.00g041190	1.25E-25	LOC117692933
PGEN_.00g041200	0.19	LOC105332697
PGEN_.00g041210	7.02E-22	LOC105324448
PGEN_.00g041220	5.21E-31	LOC105341101
PGEN_.00g041230	1.29E-89	LOC105333886
PGEN_.00g041240	9.2	LOC105340351
PGEN_.00g041250	1.15E-31	LOC117692956
PGEN_.00g041270	8.85E-07	LOC105335693
PGEN_.00g041280	1.9	LOC105341213
PGEN_.00g041290	0.009	LOC105330481
PGEN_.00g041300	1.31E-09	LOC105331660
PGEN_.00g041310	2.19E-17	LOC117682998
PGEN_.00g041320	6.8	LOC105321508
PGEN_.00g041330	1.20E-159	LOC105329814
PGEN_.00g041340	8	LOC105347805
PGEN_.00g041360	0.56	LOC105337400
PGEN_.00g041370	1.54E-07	LOC105332736
PGEN_.00g041380	1.41E-29	LOC105332191
PGEN_.00g041390	7.34E-18	LOC117689107
PGEN_.00g041400	4.88E-128	LOC105332188
PGEN_.00g041410	1.26E-05	LOC105332190
PGEN_.00g041420	8.73E-08	LOC105340425
PGEN_.00g041430	6.36E-30	LOC105333126
PGEN_.00g041440	4.92E-63	LOC117684452
PGEN_.00g041460	1.84E-05	LOC105347052
PGEN_.00g041470	5.05E-28	LOC105341093
PGEN_.00g041480	5.34E-20	LOC105341094
PGEN_.00g041490	5.96E-19	LOC117680974
PGEN_.00g041500	1.71E-35	LOC105334026
PGEN_.00g041510	1.21E-20	LOC105334520
PGEN_.00g041520	9.99E-25	LOC105340743
PGEN_.00g041530	2.94E-07	LOC117680974
PGEN_.00g041540	2.69E-12	LOC117684502
PGEN_.00g041550	0.002	LOC105321130
PGEN_.00g041560	7.48E-24	LOC105348987
PGEN_.00g041570	0	LOC117684366
PGEN_.00g041580	5.99E-78	LOC109618360
PGEN_.00g041590	3.13E-109	LOC105329796
PGEN_.00g041600	0.57	LOC105337432
PGEN_.00g041620	0.96	LOC105319687
PGEN_.00g041630	0.001	LOC105335352
PGEN_.00g041640	4.23E-13	LOC105323049
PGEN_.00g041650	1.60E-29	LOC105345163
PGEN_.00g041660	1.04E-28	LOC105344162
PGEN_.00g041670	2.40E-13	LOC105341015
PGEN_.00g041690	4.27E-100	LOC105332185
PGEN_.00g041700	4.56E-21	LOC105343370
PGEN_.00g041710	5.66E-25	LOC105331692
PGEN_.00g041720	0.82	LOC105340355
PGEN_.00g041730	1.64E-29	LOC105331900
PGEN_.00g041740	5.63E-24	LOC105323134
PGEN_.00g041750	2.19E-05	LOC105324581
PGEN_.00g041760	5.46E-10	LOC105323477
PGEN_.00g041800	0.42	LOC105342775
PGEN_.00g041810	9.60E-11	LOC117684177
PGEN_.00g041820	9.27E-34	LOC105348985
PGEN_.00g041830	1.69E-14	LOC117684452
PGEN_.00g041840	9.69E-26	LOC105321777
PGEN_.00g041850	2.36E-71	LOC105342470
PGEN_.00g041860	0.77	LOC105321610
PGEN_.00g041870	5.92E-13	LOC105328333
PGEN_.00g041880	4.50E-63	LOC105342470
PGEN_.00g041890	1.03E-34	LOC105342470
PGEN_.00g041900	1.47E-11	LOC105333174
PGEN_.00g041910	2.02E-05	LOC105342470
PGEN_.00g041920	6.70E-33	LOC105324448
PGEN_.00g041930	7.44E-11	LOC105343440
PGEN_.00g041940	5.56E-05	LOC105331283
PGEN_.00g041950	0.075	LOC117682475
PGEN_.00g041960	1.2	LOC105336792
PGEN_.00g041970	9.61E-40	LOC117684539
PGEN_.00g041980	2	LOC117692017
PGEN_.00g041990	1.82E-53	LOC105331790
PGEN_.00g042000	2.80E-74	LOC117685137
PGEN_.00g042010	1.8	LOC105341223
PGEN_.00g042020	1.49E-40	LOC105341221
PGEN_.00g042030	1.48E-16	LOC105318698
PGEN_.00g042040	1.8	LOC105346000
PGEN_.00g042050	1.20E-08	LOC105336543
PGEN_.00g042060	2.73E-56	LOC117684310
PGEN_.00g042070	4.95E-06	LOC117689813
PGEN_.00g042080	0.002	LOC105343881
PGEN_.00g042090	0.096	LOC105331201
PGEN_.00g042100	1.2	LOC105323709
PGEN_.00g042110	0.34	LOC105327293
PGEN_.00g042120	2.8	LOC117692982
PGEN_.00g042130	1.7	LOC105332854
PGEN_.00g042140	7.02E-05	LOC117692956
PGEN_.00g042150	1.53E-10	LOC105335778
PGEN_.00g042160	2.38E-11	LOC105333673
PGEN_.00g042170	0	LOC117684629
PGEN_.00g042180	5.5	LOC117682878
PGEN_.00g042190	7.38E-42	LOC117684669
PGEN_.00g042200	2.01E-11	LOC105332353
PGEN_.00g042210	3.54E-04	LOC117690404
PGEN_.00g042220	0.003	LOC117690833
PGEN_.00g042230	6.17E-37	LOC105325581
PGEN_.00g042240	3.29E-04	LOC105323596
PGEN_.00g042250	3.79E-32	LOC117684517
PGEN_.00g042260	9.12E-29	LOC109618360
PGEN_.00g042270	1.11E-49	LOC105335075
PGEN_.00g042280	4.76E-45	LOC105319123
PGEN_.00g042290	0.45	LOC105333291
PGEN_.00g042300	9.42E-26	LOC105345163
PGEN_.00g042310	1.74E-25	LOC105345163
PGEN_.00g042320	3.09E-19	LOC105338722
PGEN_.00g042330	7.79E-04	LOC105340758
PGEN_.00g042340	6.54E-46	LOC105329610
PGEN_.00g042350	3.39E-12	LOC105340758
PGEN_.00g042360	2	LOC105325275
PGEN_.00g042370	2.50E-05	LOC117689142
PGEN_.00g042380	1.70E-11	LOC117692225
PGEN_.00g042390	3.43E-34	LOC105335420
PGEN_.00g042400	3.2	LOC105324770
PGEN_.00g042410	0.017	LOC105323065
PGEN_.00g042420	3.77E-33	LOC105335423
PGEN_.00g042430	7.10E-42	LOC105317365
PGEN_.00g042440	1.67E-77	LOC105317365
PGEN_.00g042450	5.32E-54	LOC105317365
PGEN_.00g042460	1.08E-18	LOC105317368
PGEN_.00g042470	3.85E-24	LOC105317369
PGEN_.00g042480	2.62E-05	LOC105330871
PGEN_.00g042490	9.97E-12	LOC105332163
PGEN_.00g042500	3.65E-27	LOC105341473
PGEN_.00g042510	0.06	LOC105341213
PGEN_.00g042520	2.7	LOC105342555
PGEN_.00g042530	6.18E-81	LOC109618488
PGEN_.00g042540	1.87E-102	LOC105330096
PGEN_.00g042550	2.19E-109	LOC105340489
PGEN_.00g042560	7.24E-42	LOC117684331
PGEN_.00g042570	5.67E-100	LOC117691756
PGEN_.00g042580	3.20E-82	LOC109617872
PGEN_.00g042590	5.9	LOC105322207
PGEN_.00g042600	5.40E-12	LOC105321031
PGEN_.00g042610	7.50E-08	LOC117684397
PGEN_.00g042620	1.56E-04	LOC105337716
PGEN_.00g042630	1.78E-129	LOC105340748
PGEN_.00g042640	1.55E-21	LOC105340747
PGEN_.00g042650	4.40E-25	LOC105348647
PGEN_.00g042660	5.98E-25	LOC109618360
PGEN_.00g042670	0	LOC105340469
PGEN_.00g042680	2.18E-170	LOC105340469
PGEN_.00g042690	1.66E-07	LOC105324323
PGEN_.00g042700	2.84E-80	LOC105320328
PGEN_.00g042710	7.18E-19	LOC105320330
PGEN_.00g042720	2.34E-13	LOC105320331
PGEN_.00g042730	4.94E-30	LOC105334520
PGEN_.00g042740	8.38E-10	LOC105325574
PGEN_.00g042760	1.91E-09	LOC105331660
PGEN_.00g042770	2.21E-08	LOC105325576
PGEN_.00g042790	1.53E-04	LOC105321019
PGEN_.00g042800	4.77E-09	LOC105342008
PGEN_.00g042810	1.92E-06	LOC105342007
PGEN_.00g042820	2	LOC105329045
PGEN_.00g042830	6.09E-15	LOC105325607
PGEN_.00g042840	2.38E-24	LOC105325608
PGEN_.00g042850	8.89E-99	LOC105337388
PGEN_.00g042860	5.83E-16	LOC105321028
PGEN_.00g042870	4.78E-56	LOC105322389
PGEN_.00g042880	0.28	LOC105343954
PGEN_.00g042890	6.18E-24	LOC105343998
PGEN_.00g042900	0.056	LOC105321130
PGEN_.00g042910	4.09E-08	LOC105341505
PGEN_.00g042920	4.27E-15	LOC105321401
PGEN_.00g042930	1.42E-06	LOC105334520
PGEN_.00g042940	1.6	LOC105325549
PGEN_.00g042950	1.51E-49	LOC105346317
PGEN_.00g042960	1.77E-11	LOC117684502
PGEN_.00g042970	1.05E-27	LOC105331170
PGEN_.00g042990	4.20E-04	LOC105318197
PGEN_.00g043000	1.01E-61	LOC117686795
PGEN_.00g043010	5.14E-82	LOC109618360
PGEN_.00g043020	0.008	LOC105338809
PGEN_.00g043030	4.05E-161	LOC105334780
PGEN_.00g043040	2.09E-08	LOC105333528
PGEN_.00g043050	4.43E-15	LOC105345549
PGEN_.00g043060	5.60E-17	LOC105345952
PGEN_.00g043070	2.82E-15	LOC105329612
PGEN_.00g043080	2.3	LOC105317846
PGEN_.00g043090	2.87E-20	LOC109620594
PGEN_.00g043100	3.96E-10	LOC105348952
PGEN_.00g043110	1.01E-19	LOC105334801
PGEN_.00g043120	2.51E-14	LOC105335969
PGEN_.00g043130	8.32E-15	LOC105318785
PGEN_.00g043140	2.26E-24	LOC105335970
PGEN_.00g043150	8.56E-13	LOC105335970
PGEN_.00g043160	1.34E-18	LOC105335971
PGEN_.00g043170	2.73E-18	LOC105334033
PGEN_.00g043180	2.60E-78	LOC105334032
PGEN_.00g043190	4.44E-76	LOC105338907
PGEN_.00g043200	0.19	LOC105342898
PGEN_.00g043210	4	LOC105336838
PGEN_.00g043220	4.11E-80	LOC105338907
PGEN_.00g043230	2.45E-42	LOC117684452
PGEN_.00g043240	1.23E-29	LOC105329748
PGEN_.00g043250	3.26E-06	LOC117683107
PGEN_.00g043260	5.14E-04	LOC105343403
PGEN_.00g043270	9.47E-17	LOC105319677
PGEN_.00g043280	0.17	LOC105333539
PGEN_.00g043290	1.62E-41	LOC105329470
PGEN_.00g043300	4.28E-10	LOC105348537
PGEN_.00g043310	3.49E-09	LOC117684301
PGEN_.00g043330	2.58E-17	LOC105341712
PGEN_.00g043350	0.1	LOC105341713
PGEN_.00g043360	3.11E-27	LOC105335511
PGEN_.00g043370	9.37E-11	LOC105335510
PGEN_.00g043390	7.45E-26	LOC105319771
PGEN_.00g043400	2.09E-87	LOC105329839
PGEN_.00g043410	3.68E-46	LOC105331900
PGEN_.00g043420	1.31E-33	LOC117684452
PGEN_.00g043430	8.43E-13	LOC105329455
PGEN_.00g043440	1.88E-16	LOC105335753
PGEN_.00g043460	0.01	LOC105326080
PGEN_.00g043470	2.40E-21	LOC105346157
PGEN_.00g043480	0.034	LOC109619690
PGEN_.00g043490	1.8	LOC105341745
PGEN_.00g043500	4.33E-04	LOC117681423
PGEN_.00g043510	2.93E-39	LOC105333743
PGEN_.00g043520	4.69E-12	LOC105325734
PGEN_.00g043530	2.07E-38	LOC105333743
PGEN_.00g043540	2.54E-153	LOC117692026
PGEN_.00g043550	0.41	LOC117685420
PGEN_.00g043560	4.81E-04	LOC105346975
PGEN_.00g043570	4.80E-09	LOC105334520
PGEN_.00g043580	0.002	LOC117680743
PGEN_.00g043590	2.15E-23	LOC117692956
PGEN_.00g043600	0.025	LOC105336823
PGEN_.00g043610	1.66E-35	LOC105322441
PGEN_.00g043620	8.49E-82	LOC105334520
PGEN_.00g043640	1.21E-82	LOC105340304
PGEN_.00g043650	9.39E-84	LOC105327746
PGEN_.00g043660	6.60E-113	LOC105325053
PGEN_.00g043670	3.20E-179	LOC105325053
PGEN_.00g043690	2.95E-20	LOC105342055
PGEN_.00g043700	2.61E-44	LOC105330008
PGEN_.00g043710	1.11E-13	LOC105340300
PGEN_.00g043720	1.41E-30	LOC105340300
PGEN_.00g043730	7.34E-20	LOC105346775
PGEN_.00g043740	7.82E-56	LOC105324550
PGEN_.00g043750	2.3	LOC105334185
PGEN_.00g043760	1.4	LOC105341295
PGEN_.00g043770	1.3	LOC105323990
PGEN_.00g043780	8.25E-07	LOC105325249
PGEN_.00g043790	2.75E-23	LOC105338528
PGEN_.00g043800	2.20E-23	LOC105338528
PGEN_.00g043810	0.084	LOC117681256
PGEN_.00g043820	2.65E-59	LOC117684452
PGEN_.00g043830	4.02E-07	LOC105321473
PGEN_.00g043840	1.54E-05	LOC105341028
PGEN_.00g043850	1.31E-07	LOC105334139
PGEN_.00g043860	2.81E-87	LOC117686795
PGEN_.00g043870	8.91E-21	LOC105339840
PGEN_.00g043880	5.4	LOC105341699
PGEN_.00g043890	1.64E-05	LOC105334520
PGEN_.00g043900	9.43E-09	LOC105339838
PGEN_.00g043910	1.06E-18	LOC105339841
PGEN_.00g043920	5.69E-06	LOC105339842
PGEN_.00g043930	1.36E-07	LOC105317917
PGEN_.00g043940	1.1	LOC105344498
PGEN_.00g043950	6.55E-07	LOC105325840
PGEN_.00g043960	8.55E-11	LOC105320647
PGEN_.00g043970	2.61E-08	LOC105320647
PGEN_.00g043980	2.38E-15	LOC105320647
PGEN_.00g043990	2.20E-08	LOC105320647
PGEN_.00g044000	6.58E-11	LOC105320647
PGEN_.00g044010	3.00E-06	LOC105325840
PGEN_.00g044020	1.1	LOC105344498
PGEN_.00g044030	2.60E-07	LOC105319127
PGEN_.00g044040	5.69E-06	LOC105339842
PGEN_.00g044050	1.03E-18	LOC105339841
PGEN_.00g044060	9.15E-09	LOC105339838
PGEN_.00g044070	0.052	LOC105334520
PGEN_.00g044080	6.26E-21	LOC105334520
PGEN_.00g044090	9.01E-21	LOC105339840
PGEN_.00g044100	0.63	LOC105331239
PGEN_.00g044110	2.85E-13	LOC105319681
PGEN_.00g044120	0.005	LOC105345521
PGEN_.00g044130	6.36E-13	LOC105319694
PGEN_.00g044140	1.8	LOC117687373
PGEN_.00g044150	4.64E-08	LOC105319771
PGEN_.00g044160	0.003	LOC105337906
PGEN_.00g044170	0.056	LOC105342056
PGEN_.00g044180	4.14E-24	LOC105342056
PGEN_.00g044190	1.98E-36	LOC105331658
PGEN_.00g044200	5.71E-91	LOC109618360
PGEN_.00g044210	0.013	LOC105341427
PGEN_.00g044220	1.61E-38	LOC105334763
PGEN_.00g044230	1.08E-15	LOC105334762
PGEN_.00g044240	1.45E-19	LOC105334761
PGEN_.00g044250	1.62E-31	LOC105332186
PGEN_.00g044260	3.1	LOC105345532
PGEN_.00g044280	4.74E-52	LOC105347145
PGEN_.00g044290	2.66E-21	LOC105345482
PGEN_.00g044300	3.43E-11	LOC105346373
PGEN_.00g044310	2.50E-10	LOC105346373
PGEN_.00g044320	2.74E-21	LOC105345482
PGEN_.00g044330	1.60E-54	LOC105347145
PGEN_.00g044350	2.9	LOC105345532
PGEN_.00g044360	1.45E-31	LOC105332186
PGEN_.00g044370	1.41E-19	LOC105334761
PGEN_.00g044380	6.64E-16	LOC105334762
PGEN_.00g044390	1.40E-38	LOC105334763
PGEN_.00g044400	0.037	LOC105341427
PGEN_.00g044410	4.09E-98	LOC109618360
PGEN_.00g044420	1.93E-36	LOC105331658
PGEN_.00g044430	9.80E-24	LOC105342056
PGEN_.00g044440	0.029	LOC105328698
PGEN_.00g044450	2.53E-07	LOC105337906
PGEN_.00g044460	9.71E-08	LOC105319771
PGEN_.00g044470	1.8	LOC117687373
PGEN_.00g044480	6.22E-13	LOC105319694
PGEN_.00g044490	0.22	LOC105328929
PGEN_.00g044500	2.92E-13	LOC105319681
PGEN_.00g044510	7.6	LOC105318788
PGEN_.00g044530	1.78E-09	LOC105341999
PGEN_.00g044540	3.14E-04	LOC117690416
PGEN_.00g044550	3.44E-15	LOC105325318
PGEN_.00g044560	3.58E-23	LOC117685910
PGEN_.00g044570	0.13	LOC105349126
PGEN_.00g044580	4.36E-06	LOC105341115
PGEN_.00g044590	1.58E-171	LOC105341115
PGEN_.00g044600	1.28E-27	LOC105325916
PGEN_.00g044610	4.00E-19	LOC117687319
PGEN_.00g044630	0.011	LOC105320389
PGEN_.00g044640	5.63E-36	LOC105343353
PGEN_.00g044650	6.00E-15	LOC105343353
PGEN_.00g044660	4.15E-13	LOC105343353
PGEN_.00g044670	1.42E-26	LOC105328336
PGEN_.00g044680	2.39E-13	LOC105347242
PGEN_.00g044690	2.16E-74	LOC105321020
PGEN_.00g044700	0.085	LOC105325414
PGEN_.00g044710	0.13	LOC117691940
PGEN_.00g044720	0.16	LOC117681564
PGEN_.00g044760	0.46	LOC117689791
PGEN_.00g044770	7.6	LOC105343191
PGEN_.00g044780	1.90E-16	LOC105335763
PGEN_.00g044790	1.53E-67	LOC105326956
PGEN_.00g044800	3.20E-08	LOC105344256
PGEN_.00g044810	9.07E-21	LOC105331508
PGEN_.00g044820	0.058	LOC105324789
PGEN_.00g044830	4.37E-35	LOC105324794
PGEN_.00g044840	0.003	LOC105347773
PGEN_.00g044850	1.34E-76	LOC105329046
PGEN_.00g044860	6.37E-10	LOC117683101
PGEN_.00g044870	1.05E-17	LOC105345972
PGEN_.00g044880	1.30E-16	LOC105331157
PGEN_.00g044890	2.53E-20	LOC105331160
PGEN_.00g044900	7.98E-30	LOC105331781
PGEN_.00g044910	1.31E-12	LOC105332560
PGEN_.00g044920	1.36E-74	LOC105337639
PGEN_.00g044930	1.74E-33	LOC105334961
PGEN_.00g044940	0.79	LOC105325321
PGEN_.00g044950	1.75E-26	LOC105318379
PGEN_.00g044960	1.36E-16	LOC105323230
PGEN_.00g044970	6.24E-12	LOC105318378
PGEN_.00g044980	2.49E-18	LOC105329096
PGEN_.00g044990	8.98E-20	LOC105329118
PGEN_.00g045000	5.60E-24	LOC105329103
PGEN_.00g045010	0.007	LOC117681194
PGEN_.00g045020	8.20E-52	LOC105332339
PGEN_.00g045030	6.55E-10	LOC105339854
PGEN_.00g045040	1.38E-05	LOC105337224
PGEN_.00g045050	1.21E-04	LOC105334586
PGEN_.00g045060	0.27	LOC105320590
PGEN_.00g045070	1.02E-23	LOC105318197
PGEN_.00g045080	8.08E-14	LOC105323052
PGEN_.00g045090	4.40E-23	LOC117680974
PGEN_.00g045100	8.83E-11	LOC105335769
PGEN_.00g045110	4.72E-15	LOC105348520
PGEN_.00g045120	6.31E-88	LOC117682998
PGEN_.00g045130	0.024	LOC105322799
PGEN_.00g045140	2	LOC117690571
PGEN_.00g045150	1.37E-18	LOC117691890
PGEN_.00g045160	0.13	LOC117684187
PGEN_.00g045170	4.55E-112	LOC105348058
PGEN_.00g045180	2.37E-112	LOC105348058
PGEN_.00g045190	6.68E-37	LOC105341580
PGEN_.00g045200	5.87E-10	LOC105328742
PGEN_.00g045210	0.45	LOC117688860
PGEN_.00g045220	0	LOC109618881
PGEN_.00g045230	0.074	LOC105347578
PGEN_.00g045240	2.22E-174	LOC105341999
PGEN_.00g045250	3.00E-10	LOC105347774
PGEN_.00g045260	7.7	LOC105327803
PGEN_.00g045270	1.02E-22	LOC105327199
PGEN_.00g045280	1.21E-69	LOC117692412
PGEN_.00g045290	0.069	LOC105326093
PGEN_.00g045300	3.02E-30	LOC105329882
PGEN_.00g045310	1.99E-05	LOC117683828
PGEN_.00g045320	0.14	LOC117692930
PGEN_.00g045340	1.74E-18	LOC105348490
PGEN_.00g045350	4.9	LOC105338655
PGEN_.00g045360	2.12E-06	LOC105319882
PGEN_.00g045370	2.26E-04	LOC117688590
PGEN_.00g045380	1.80E-23	LOC105321709
PGEN_.00g045390	5.42E-34	LOC117683121
PGEN_.00g045400	7.7	LOC105318537
PGEN_.00g045410	0.067	LOC105319849
PGEN_.00g045420	3.82E-29	LOC117684904
PGEN_.00g045430	1.36E-19	LOC105332581
PGEN_.00g045440	0.003	LOC105334027
PGEN_.00g045450	1.15E-28	LOC117689909
PGEN_.00g045470	7.33E-12	LOC105334014
PGEN_.00g045480	3.1	LOC105332842
PGEN_.00g045490	3.57E-61	LOC105334014
PGEN_.00g045500	7.91E-16	LOC105334014
PGEN_.00g045510	3.45E-36	LOC105334014
PGEN_.00g045520	6.77E-30	LOC105334014
PGEN_.00g045530	0.053	LOC105345788
PGEN_.00g045540	1.9	LOC105325259
PGEN_.00g045550	3.44E-27	LOC105337709
PGEN_.00g045560	6.09E-11	LOC117688183
PGEN_.00g045570	1.15E-37	LOC105340517
PGEN_.00g045580	0.52	LOC105333932
PGEN_.00g045590	1.1	LOC105336827
PGEN_.00g045610	2.71E-07	LOC105325303
PGEN_.00g045620	1.4	LOC105339789
PGEN_.00g045630	0.6	LOC105329277
PGEN_.00g045640	1.2	LOC105337182
PGEN_.00g045650	7	LOC117688468
PGEN_.00g045660	1.19E-13	LOC117693009
PGEN_.00g045670	0.61	LOC105328139
PGEN_.00g045680	1.65E-05	LOC117686955
PGEN_.00g045690	0.98	LOC109619991
PGEN_.00g045700	3.7	LOC105336025
PGEN_.00g045710	0.001	LOC105317973
PGEN_.00g045720	2.94E-05	LOC105317973
PGEN_.00g045730	5.49E-31	LOC105340502
PGEN_.00g045740	4.46E-21	LOC105318879
PGEN_.00g045750	1.12E-20	LOC105331729
PGEN_.00g045760	4.60E-61	LOC105338805
PGEN_.00g045780	5.60E-28	LOC105348868
PGEN_.00g045790	2.00E-07	LOC105327122
PGEN_.00g045800	4.39E-41	LOC105348867
PGEN_.00g045810	4.26E-27	LOC105348867
PGEN_.00g045820	5.93E-16	LOC105348867
PGEN_.00g045830	3.39E-25	LOC105334520
PGEN_.00g045840	7.94E-14	LOC105348873
PGEN_.00g045850	6.97E-07	LOC105340134
PGEN_.00g045860	2.33E-07	LOC117684911
PGEN_.00g045870	1.80E-05	LOC105340737
PGEN_.00g045880	2.51E-47	LOC105328907
PGEN_.00g045890	2.53E-11	LOC105334520
PGEN_.00g045910	5.65E-57	LOC105340593
PGEN_.00g045920	0.013	LOC105332063
PGEN_.00g045930	5.78E-10	LOC117680770
PGEN_.00g045940	7.50E-58	LOC117681759
PGEN_.00g045950	1.38E-10	LOC109618738
PGEN_.00g045960	2.15E-60	LOC105340593
PGEN_.00g045970	1.60E-127	LOC117681991
PGEN_.00g045980	1.81E-45	LOC105335578
PGEN_.00g045990	5.58E-32	LOC105338516
PGEN_.00g046000	4.28E-14	LOC105338516
PGEN_.00g046020	5.38E-93	LOC105337388
PGEN_.00g046030	1.81E-16	LOC105325927
PGEN_.00g046050	0.53	LOC105342893
PGEN_.00g046060	0.011	LOC105320679
PGEN_.00g046070	3.44E-55	LOC105333578
PGEN_.00g046080	1.61E-108	LOC105333578
PGEN_.00g046090	1.87E-16	LOC117690888
PGEN_.00g046110	3.53E-63	LOC105339076
PGEN_.00g046120	8.40E-05	LOC117687493
PGEN_.00g046130	0.65	LOC117682873
PGEN_.00g046140	9.23E-15	LOC105347771
PGEN_.00g046150	2.16E-09	LOC105333674
PGEN_.00g046160	2.30E-06	LOC117685085
PGEN_.00g046170	8.41E-30	LOC105345124
PGEN_.00g046180	1.73E-30	LOC117688275
PGEN_.00g046190	6.49E-12	LOC105337352
